A,B,C,D,E
VIA,LOMAZZO PAOLO,12,7079,8
VIA,LOMAZZO PAOLO,14,7079,8
VIA,LOMAZZO PAOLO,16,7079,8
VIA,LOMAZZO PAOLO,16,7079,8
VIA,LOMAZZO PAOLO,18,7079,8
VIA,LOMBARDINI ELIA,1,5146,6
VIA,LOMBROSO CESARE,54,3334,4
VIA,LOMELLINA,12,3280,4
VIA,LOMELLINA,30,3280,4
VIA,LOMELLINA,9,3280,4
VLE,CORSICA,45,3262,4
VIA,LOMONACO FRANCESCO,15,2249,3
VIA,LOPEZ SABATINO,3,7369,8
VIA,LORENTEGGIO,157,5132,6
VIA,LORENTEGGIO,177,5132,6
VIA,LORENTEGGIO,238,5132,6
VIA,LORENTEGGIO,31,5132,6
VIA,LORENTEGGIO,41,5132,6
VIA,LORIA MOISE',27,6100,6
VIA,LOSANNA,11,7190,8
VIA,LOSANNA,36,7190,8
VIA,LOSANNA,36,7190,8
VIA,LUDOVICO DI BREME,25,7396,8
VIA,LUDOVICO DI BREME,77,7396,8
VIA,LULLI GIOVANNI,30,2253,3
VIA,MACCHI MAURO,26,2133,2
VIA,MACCHI MAURO,2,2133,2
VIA,MAC MAHON,16,7221,8
VIA,MAC MAHON,20,7221,8
VIA,MAC MAHON,40,7221,8
VIA,MAC MAHON,73,7221,8
VIA,MAC MAHON,75,7221,8
VIA,MAC MAHON,78,7221,8
VIA,MAC MAHON,88,7221,8
VIA,MADONNINA,10,134,1
VIA,MAESTRI CAMPIONESI,4,3197,4
VIA,MALPIGHI MARCELLO,7,2182,3
VIA,MAMBRETTI ANTONIO,17,7455,8
VIA,MAMELI GOFFREDO,40,3088,4
VIA,MANARA LUCIANO,1,3054,1
VIA,MANTOVA,10,4217,5
VIA,MARCELLO BENEDETTO,91,2128,3
VIA,MARCELLO BENEDETTO,91,2128,3
VIA,MARCO AURELIO,42,2298,2
VIA,MARCO D'OGGIONO,7,5166,1
VIA,MARCONA,6,3080,4
VIA,MARESCALCHI FERDINANDO,11,3315,3
VIA,MARIANI POMPEO,12,2490,2
VIA,MARIGNANO,61,3351,4
VIA,MAR NERO,2,6415,7
VIA,MARSALA,13,1035,1
VIA,MASSARA DE CAPITANI,14,1261,9
VIA,MASSARA DE CAPITANI,1,1261,9
VIA,MASSARANI TULLO,5,4169,4
VIA,MECENATE,2,3323,4
VIA,MECENATE,76,3323,4
VIA,MOROSINI EMILIO,5,3073,4
VIA,TERTULLIANO,38,4094,4
VIA,MEDA GIUSEPPE,35,5242,5
VIA,MEDA GIUSEPPE,53,5242,5
VIA,MEDA GIUSEPPE,6,5242,5
VIA,MEDEGHINO,39,5335,5
VIA,MELLONI MACEDONIO,35,3085,4
VIA,MELZI D'ERIL FRANCESCO,3,7118,1
VIA,MELZO,28,2184,3
VIA,MENABREA LUIGI FEDERICO,20,1322,9
VIA,MESSINA,20,7211,8
VIA,MESSINA,23,7211,8
VIA,MEUCCI ANTONIO,2,2497,2
VIA,MILLELIRE DOMENICO,14,6620,7
VIA,MILLELIRE DOMENICO,23,6620,7
VIA,MOLINO DELLE ARMI,31,591,1
VIA,MOLINO DELLE ARMI,3,591,1
VIA,MONCALIERI,5,1095,9
VIA,MONCALIERI,5,1095,9
VIA,MONETA ERNESTO TEODORO,81,1472,9
VIA,MONTEBELLO,7,1037,1
VIA,MONTEBELLO,7,1037,1
VIA,MONTECUCCOLI RAIMONDO,6,6650,6
VIA,MONTECUCCOLI RAIMONDO,8,6650,6
VIA,MONTE DI PIETA',19,121,1
VIA,MONTEGANI LODOVICO,22,5330,5
VIA,MONTE GENEROSO,53,7180,8
VIA,MONTEGGIA GIOVANNI BATTISTA,2,2398,3
VIA,MONTE NAPOLEONE,19,219,1
VIA,MONTE ROSA,69,6388,7
VIA,MONTE SAN GENESIO,2,1299,9
VIA,MONTEVERDI CLAUDIO,18,2237,3
VIA,MONTI VINCENZO,26,6155,1
VIA,MONTI VINCENZO,33,6155,1
VIA,MONTI VINCENZO,41,6155,1
VIA,MONTI VINCENZO,56,6155,1
VIA,MORA GIAN GIACOMO,16,594,1
VIA,MORA GIAN GIACOMO,3,594,1
VIA,MORA GIAN GIACOMO,4,594,1
VIA,MORGAGNI GIOVANNI BATTISTA,2,2158,3
VIA,MORGAGNI GIOVANNI BATTISTA,2,2158,3
VIA,MORGAGNI GIOVANNI BATTISTA,2,2158,3
VIA,MORIMONDO,1,5291,6
VIA,MORIMONDO,26,5291,6
VIA,MORIMONDO,26,5291,6
VIA,MORONE GEROLAMO,8,200,1
VIA,MOROSINI EMILIO,5,3073,4
VIA,MECENATE,76,3323,4
VIA,MOSCA ANTONIO,187,6788,7
VIA,MOSCATI PIETRO,13,7136,8
VIA,MOZART WOLFANGO,12,3039,1
VIA,MURAT GIOACCHINO,2,1316,9
VIA,MURAT GIOACCHINO,32,1316,9
VIA,MURAT GIOACCHINO,70,1316,9
VIA,MURATORI LODOVICO,10,4076,4
VIA,MURATORI LODOVICO,11,4076,4
VIA,MURATORI LODOVICO,3,4076,4
VIA,MUSSI GIUSEPPE,13,7199,8
VIA,MUSSI GIUSEPPE,9,7199,8
VIA,MUZIO ATTENDOLO DETTO SFORZA,5,4319,5
VIA,MUZIO SCEVOLA,6,2663,3
VIA,NEGRI GAETANO,10,623,1
VIA,NEGROLI,7,3279,4
VIA,NIRONE,19,640,1
VIA,NOTO,19,4291,5
VIA,OLONA,17,5090,1
VIA,OLONA,19,5090,1
VIA,OREFICI,24,547,1
VIA,ORIANI BARNABA,42,7406,8
VIA,ORNATO LUIGI,134,1591,9
VIA,ORNATO LUIGI,136,1591,9
VIA,OROBONI ANTONIO,13,1635,9
VIA,ORSEOLO PIETRO,1,5113,6
VIA,ORTICA,8,3242,3
VIA,ORTI,35,4031,1
VIA,ORTI,4,4031,1
VIA,OXILIA NINO,1,2287,2
VIA,PACINI GIOVANNI,25,2571,3
VIA,PACINI GIOVANNI,27,2571,3
VIA,PADOVA,133,2275,2
VIA,PADOVA,136,2275,2
VIA,PADOVA,23,2275,2
VIA,PADOVA,277,2275,2
VIA,PADOVA,286,2275,2
VIA,PADOVA,302,2275,2
VIA,PADOVA,33,2275,2
VIA,PALADINI ETTORE,8,3236,3
VIA,PALAZZI LAZZARO,19,2171,3
VIA,PALAZZI LAZZARO,24,2171,3
VIA,PALAZZI LAZZARO,2,2171,3
VIA,PALAZZI LAZZARO,3,2171,3
VIA,PALAZZI LAZZARO,4,2171,3
VIA,PALAZZI LAZZARO,9,2171,3
VIA,PALESTRO,2,2102,1
VIA,PALMANOVA,147,2390,2
VIA,PALMANOVA,4,2390,3
VIA,PAMPURI FRA' RICCARDO,2,4322,5
VIA,PANTANO,2,334,1
VIA,PANTIGLIATE,12,6651,6
VIA,PAOLI PASQUALE,2,5151,6
VIA,PAOLO DA CANNOBIO,2,338,1
VIA,PAOLO DA CANNOBIO,5,338,1
VIA,PAPI LAZZARO,2,4071,4
VIA,PARADISI GIOVANNI,2,2512,2
VIA,PARAVIA PIER ALESSANDRO,73,6571,7
VIA,PARENZO,8,5367,6
VIA,PARENZO,8,5367,6
VIA,PARETO VILFREDO,3,7440,8
VIA,PASINETTI ANTONIO,11,4255,5
VIA,PASTRENGO,11,1127,9
VIA,PERGOLESI GIOVANNI BATTISTA,3,2231,3
VIA,PERINI CARLO,15,7326,8
VIA,PERINI CARLO,9,7326,8
VIA,PERUGINO,22,3198,4
VIA,PESTALOZZA ALESSANDRO,7,2248,3
VIA,PESTALOZZI GIOVANNI ENRICO,1,5294,6
VIA,PESTALOZZI GIOVANNI ENRICO,2,5294,6
VIA,PETRELLA ERRICO,19,2137,3
VIA,PETROCCHI POLICARPO,1,2320,2
VIA,PETROCCHI POLICARPO,34,2320,2
VIA,PETROCCHI POLICARPO,34,2320,2
VIA,PIANELL SALVATORE,32,1426,9
VIA,PIANELL SALVATORE,54,1426,9
VIA,PICHI MARIO,5,5236,6
VIA,PIENZA,11,5410,5
VIA,PIER LOMBARDO,14,4073,4
VIA,PIER LOMBARDO,1,4073,4
VIA,PIER LOMBARDO,23,4073,4
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,12,2235,3
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,2,2235,3
VIA,PIERMARINI GIUSEPPE FRANCESCO,2,7139,1
VIA,PIERMARINI GIUSEPPE FRANCESCO,4,7139,1
VIA,PIERO DELLA FRANCESCA,35,7188,8
VIA,PIERO DELLA FRANCESCA,38,7188,8
VIA,PIERO DELLA FRANCESCA,38,7188,8
VIA,PIERO DELLA FRANCESCA,54,7188,8
VIA,PIERO DELLA FRANCESCA,55,7188,8
VIA,PIERO DELLA FRANCESCA,5,7188,8
VIA,PIERO DELLA FRANCESCA,68,7188,8
VIA,VILLAPIZZONE,24,7272,8
VIA,PIETRASANTA,14,4227,5
VIA,PINTURICCHIO,5,2195,3
VIA,PIRANESI GIOVANNI BATTISTA,10,3263,4
VIA,PISANELLO,19,6600,7
VIA,PISANI VITTOR,13,1201,2
VIA,PITTERI RICCARDO,56,2674,3
VIA,PLINIO CAIO SECONDO,12,2144,3
VIA,PLINIO CAIO SECONDO,17,2144,3
VIA,PLINIO CAIO SECONDO,3,2144,3
VIA,PLINIO CAIO SECONDO,63,2144,3
VIA,PLINIO CAIO SECONDO,6,2144,3
VIA,PODGORA,10,3055,1
VIA,POERIO CARLO,43,3181,3
VIA,POGGIBONSI,14,6601,7
VIA,POLA,15,1156,9
VIA,POLLAIUOLO ANTONIO,4,1146,9
VIA,POLLAIUOLO ANTONIO,5,1146,9
VIA,POLONIA,10,7505,8
VIA,POMA CARLO,6,3090,4
VIA,POMPONAZZI PIETRO,4,5246,5
VIA,PONALE,66,1616,9
VIA,PONALE,66,1616,9
VIA,PONTE NUOVO,31,2494,2
VIA,PONTE SEVESO,41,1203,2
VIA,PONTE SEVESO,44,1203,2
VIA,PONTE VETERO,13,718,1
VIA,PONTE VETERO,14,718,1
VIA,PORPORA NICOLA ANTONIO,108,2229,3
VIA,PORPORA NICOLA ANTONIO,119,2229,3
VIA,PORPORA NICOLA ANTONIO,124,2229,3
VIA,PORPORA NICOLA ANTONIO,150,2229,3
VIA,PORPORA NICOLA ANTONIO,156,2229,3
VIA,PORPORA NICOLA ANTONIO,89,2229,3
VIA,PORPORA NICOLA ANTONIO,89,2229,3
VIA,PORRO LAMBERTENGHI LUIGI,19,1142,9
VIA,POZZI ANTONIA,1,6329,8
VIA,PREVIATI GAETANO,21,6384,7
VIA,PRIMATICCIO FRANCESCO,154,6646,6
VIA,PRINCIPE EUGENIO,12,7223,8
VIA,PRINCIPE EUGENIO,23,7223,8
VIA,PROCACCINI GIULIO CESARE,21,7204,8
VIA,PROCACCINI GIULIO CESARE,36,7204,8
VIA,PROCACCINI GIULIO CESARE,41,7204,8
VIA,PROCACCINI GIULIO CESARE,68,7204,8
VIA,PROCACCINI GIULIO CESARE,73,7204,8
VIA,QUINTO ROMANO,56,6333,7
VIA,RICCARDI PADRE PLACIDO,19,2385,2
VIA,RICCIARELLI DANIELE,25,6553,7
VIA,RINUCCINI OTTAVIO,1,2294,2
VIA,RIPAMONTI GIUSEPPE,108,4066,5
VIA,RIPAMONTI GIUSEPPE,130,4066,5
VIA,RIPAMONTI GIUSEPPE,15,4066,5
VIA,RIPAMONTI GIUSEPPE,201,4066,5
VIA,RIPAMONTI GIUSEPPE,212,4066,5
VIA,RIPAMONTI GIUSEPPE,227,4066,5
VIA,RIPAMONTI GIUSEPPE,227,4066,5
VIA,RIPAMONTI GIUSEPPE,340,4066,5
VIA,RIPAMONTI GIUSEPPE,5,4066,5
VIA,RIPAMONTI GIUSEPPE,7,4066,5
VIA,RIPAMONTI GIUSEPPE,93,4066,5
VIA,RISMONDO FRANCESCO,1,6756,7
VIA,RIVA DI TRENTO,1,4155,4
VIA,ROGOREDO,103,4373,4
VIA,ROGOREDO,65,4373,4
VIA,ROMAGNOLI ETTORE,6,6822,6
VIA,ROMANO GIULIO,17,4057,5
VIA,ROMEO NICOLA,6,5479,5
VIA,RONZONI GAETANO,2,5177,1
VIA,ROSMINI ANTONIO,5,7132,1
VIA,ROSSINI GIOACCHINO,1,3040,1
VIA,ROSSI PELLEGRINO,21,1510,9
VIA,ROSSI PELLEGRINO,49,1510,9
VIA,ROSSI PELLEGRINO,51,1510,9
VIA,ROSSI PELLEGRINO,7,1510,9
VIA,ROSSI PELLEGRINO,93,1510,9
VIA,ROVELLO,1,722,1
VIA,ROVELLO,1,722,1
VIA,RUBENS PIETRO,13,6597,7
VIA,RUBENS PIETRO,13,6597,7
VIA,RUBENS PIETRO,17,6597,7
VIA,RUCELLAI BERNARDO,38,2345,2
VIA,RUGGERO DI LAURIA,9,7163,8
VIA,RUGGERO DI LAURIA,9,7163,8
VIA,RUSSOLI FRANCO,4,5460,6
VIA,SACCO LUIGI,5,6275,7
VIA,SALA DEI LONGOBARDI,2,217,1
VIA,SALASCO,21,4051,5
VIA,SALASCO,29,4051,5
VIA,SALASCO,29,4051,5
VIA,SALASCO,29,4051,5
VIA,SALASCO,29,4051,5
VIA,SALASCO,29,4051,5
VIA,SALASCO,29,4051,5
VIA,SALASCO,29,4051,5
VIA,SAMMARTINI GIOVANNI BATTISTA,15,1202,2
VIA,SAMMARTINI GIOVANNI BATTISTA,19,1202,2
VIA,SAMMARTINI GIOVANNI BATTISTA,23,1202,2
VIA,SAMMARTINI GIOVANNI BATTISTA,39,1202,2
VIA,SAMMARTINI GIOVANNI BATTISTA,41,1202,2
VIA,SAN BERNARDO,16,4351,5
VIA,SAN BERNARDO,32,4351,5
VIA,SAN CALIMERO,7,4014,1
VIA,SAN CARPOFORO,6,132,1
VIA,SAN CRISTOFORO,2,5141,6
VIA,SAND GEORGE,3,1554,9
VIA,SANFELICE LUISA,7,3224,4
VIA,SANGALLO,43,3208,3
VIA,SAN GLICERIO,6,1626,9
VIA,SAN GREGORIO,11,2123,3
VIA,SAN GREGORIO,15,2123,3
VIA,SAN GREGORIO,21,2123,3
VIA,SAN GREGORIO,37,2123,2
VIA,SAN MAURILIO,1,563,1
VIA,SANNIO,24,4166,4
VIA,SAN RAFAEL DELLE ANDE,8,1457,2
VIA,SAN RAFFAELE,6,207,1
VIA,SAN SISTO,3,513,1
VIA,SANSOVINO,30,2213,3
VIA,SANT' AGNESE,14,648,1
VIA,SANT' AGNESE,16,648,1
VIA,SANTAGOSTINO PAOLO,12,1594,9
VIA,SANTA MARIA SEGRETA,7,624,1
VIA,SANT' EUFEMIA,16,405,1
VIA,SAN TOMASO,2,723,1
VIA,SANTO SPIRITO,20,228,1
VIA,SAN VITO,7,539,1
VIA,SAN VITO,7,539,1
VIA,SANZIO RAFFAELLO,14,6283,7
VIA,SANZIO RAFFAELLO,16,6283,7
VIA,SARAGAT GIUSEPPE,6,2631,2
VIA,SARDEGNA,35,6265,7
VIA,SARDEGNA,40,6265,7
VIA,SARONNO,3,7202,8
VIA,SARPI FRA' PAOLO,14,7210,8
VIA,SARPI FRA' PAOLO,33,7210,1
VIA,SARPI FRA' PAOLO,42,7210,8
VIA,SARPI FRA' PAOLO,50,7210,8
VIA,SARPI FRA' PAOLO,63,7210,8
VIA,SATTA SEBASTIANO,20,7352,8
VIA,SAVONA,55,5122,6
VIA,SAVONA,90,5122,6
VIA,VIGEVANO,8,5116,6
VIA,SCARLATTI DOMENICO,22,2136,3
VIA,SCARLATTI DOMENICO,5,2136,3
VIA,SCHIAFFINO SIMONE,19,1468,9
VIA,SCHIAPARELLI GIOVANNI,9,1211,2
VIA,SCIESA AMATORE,2,3072,4
VIA,SCIESA AMATORE,2,3072,4
VIA,SCOGLIO DI QUARTO,3,5172,5
VIA,SCRIVIA,1,4146,4
VIA,SEBASTIANO DEL PIOMBO,6,6397,8
VIA,SEBETO,1,6167,1
VIA,SEBETO,1,6167,1
VIA,PASTRENGO,11,1127,9
VIA,SETTALA LODOVICO,51,2111,3
VIA,SETTALA LODOVICO,68,2111,3
VIA,SETTEMBRINI LUIGI,54,2127,3
VIA,SFORZA ASCANIO,105,5201,5
VIA,SFORZA ASCANIO,17,5201,5
VIA,SFORZA ASCANIO,17,5201,5
VIA,SFORZA ASCANIO,21,5201,5
VIA,SFORZA ASCANIO,47,5201,5
VIA,SFORZA ASCANIO,77,5201,5
VIA,SFORZA ASCANIO,77,5201,5
VIA,SFORZA FRANCESCO,48,330,1
VIA,SIGNORELLI LUCA,5,7208,8
VIA,SILVA GUGLIELMO,43,6400,8
VIA,SIRTORI GIUSEPPE,15,2180,3
VIA,SIRTORI GIUSEPPE,4,2180,3
VIA,SOFFREDINI ALFREDO,28,2440,2
VIA,SOLARI ANDREA,23,5111,6
VIA,SOLARI ANDREA,34,5111,6
VIA,SOLARI ANDREA,39,5111,6
VIA,SOLARI ANDREA,48,5111,6
VIA,SOLARI ANDREA,6,5111,6
VIA,SOLFERINO,12,1028,1
VIA,SOLFERINO,25,1028,1
VIA,SOLFERINO,34,1028,1
VIA,SOLFERINO,37,1028,1
VIA,SOPERGA,22,2262,2
VIA,SOTTOCORNO PASQUALE,27,3152,4
VIA,SOTTOCORNO PASQUALE,2,3152,4
VIA,SOTTOCORNO PASQUALE,6,3152,4
VIA,SPALLANZANI LAZZARO,40,2153,3
VIA,SPALLANZANI LAZZARO,6,2153,3
VIA,SPARTACO,23,3186,4
VIA,SPARTACO,25,3186,4
VIA,SPONTINI GASPARE,11,2141,3
VIA,SPONTINI GASPARE,11,2141,3
VIA,SPONTINI GASPARE,4,2141,3
VIA,STEFANARDO DA VIMERCATE,8,2456,2
VIA,STEPHENSON GIORGIO,94,7456,8
VIA,STOPPANI ANTONIO,10,2163,3
VIA,STRAMBIO GAETANO,19,3168,3
VIA,STRIGELLI GAETANO,5,3214,4
VIA,TACCIOLI GIUSEPPE,20,1544,9
VIA,TADINO ALESSANDRO,13,2109,3
VIA,TADINO ALESSANDRO,15,2109,3
VIA,TADINO ALESSANDRO,48,2109,3
VIA,TADINO ALESSANDRO,6,2109,3
VIA,TAGLIAMENTO,4,4147,4
VIA,TANTARDINI ANTONIO,8,5224,5
VIA,TARAMELLI TORQUATO,60,1164,2
VIA,TARRA GIULIO,6,1198,2
VIA,TARTINI GIUSEPPE,2,1501,9
VIA,TARTINI GIUSEPPE,37,1501,9
VIA,TARTINI GIUSEPPE,37,1501,9
VIA,TAVAZZANO,6,7335,8
VIA,TAVERNA,2,3260,4
VIA,TENCA CARLO,10,2118,2
VIA,TENCA CARLO,1,2118,2
VIA,TEODOSIO,3,2550,3
VIA,TEODOSIO,4,2550,3
VIA,TEODOSIO,8,2550,3
VIA,TERMOPILI,14,2297,2
VIA,TERRAGGIO,11,644,1
VIA,TERTULLIANO,38,4094,4
VIA,TERTULLIANO,70,4094,4
VIA,THAON DI REVEL GENOVA,3,1172,9
VIA,TIEPOLO GIAN BATTISTA,1,3126,3
VIA,TIRABOSCHI GEROLAMO,6,4072,4
VIA,TITO LIVIO,17,4086,4
VIA,TITO LIVIO,2,4086,4
VIA,TITO LIVIO,35,4086,4
VIA,TOLMEZZO,15,2392,3
VIA,TOLSTOI LEONE,56,5133,6
ALZ,NAVIGLIO GRANDE,12,5144,6
VIA,TORINO,64,543,1
VIA,TORRIANI NAPO,1,2126,2
VIA,TORRIANI NAPO,29,2126,2
VIA,TORTONA,12,5124,6
VIA,TORTONA,20,5124,6
VIA,TORTONA,20,5124,6
VIA,TORTONA,21,5124,6
VIA,TORTONA,21,5124,6
VIA,TORTONA,28,5124,6
VIA,TORTONA,35,5124,6
VIA,TRAIANO MARCO ULPIO,11,7157,8
VIA,TRASIMENO,48,2411,2
VIA,TRASIMENO,48,2411,2
VIA,TRIVULZIO ANTONIO TOLOMEO,2,6277,7
VIA,TURATI FILIPPO,30,1053,1
VIA,TURATI FILIPPO,7,1053,1
VIA,UGONI CAMILLO,18,1282,9
VIA,VAL DI LEDRO,11,1532,9
VIA,VALLA LORENZO,25,5336,5
VIA,VALLAZZE,108,2250,3
VIA,VALTELLINA,18,1188,9
VIA,VALTELLINA,63,1188,9
VIA,VAL TROMPIA,33,7494,8
VIA,VARANINI LUIGI,26,2288,2
VIA,VARANINI LUIGI,26,2288,2
VIA,VARANINI LUIGI,5,2288,2
VIA,VARESE,14,1031,1
VIA,VARESINA,205,7290,8
VIA,VELA VINCENZO,14,2212,3
VIA,VENINI GIULIO E CORRADO,54,2258,2
VIA,VENINI GIULIO E CORRADO,60,2258,2
VIA,VENTURA GIOVANNI,2,2668,3
VIA,VERDI GIUSEPPE,2,118,1
VIA,VERRI PIETRO,4,223,1
VIA,VERRO BERNARDINO,15,4223,5
VIA,VESPRI SICILIANI,16,5137,6
VIA,VESPRI SICILIANI,74,5137,6
VIA,VESPUCCI AMERIGO,1,1107,9
VIA,VESPUCCI AMERIGO,5,1107,9
VIA,VETERE,10,5185,1
VIA,VETERE,12,5185,1
VIA,VETERE,6,5185,1
VIA,VETTABBIA,1,5187,1
VIA,VIGEVANO,14,5116,6
VIA,VIGEVANO,41,5116,6
VIA,VILLAPIZZONE,24,7272,8
VIA,VILLORESI EUGENIO,16,5145,6
VIA,VILLORESI EUGENIO,8,5145,6
VIA,VISCONTI DI MODRONE UBERTO,2,361,1
VIA,VITRUVIO,9,2134,3
VIA,VITTADINI CARLO,7,4055,5
VIA,VITTORINI ELIO,14,3379,4
VIA,VOGHERA,4,5123,6
VIA,VOLTA ALESSANDRO,12,1018,1
VIA,VOLTA ALESSANDRO,16,1018,1
VIA,VOLTRI,6,5354,6
VIA,WASHINGTON GIORGIO,15,6111,7
VIA,WASHINGTON GIORGIO,20,6111,7
VIA,WASHINGTON GIORGIO,52,6111,7
VIA,WASHINGTON GIORGIO,92,6111,6
VIA,WATT GIACOMO,14,5292,6
VIA,WATT GIACOMO,2,5292,6
VIA,ZANOLI ALESSANDRO,11,1548,9
VIA,ZANOLI ALESSANDRO,16,1548,9
VIA,ZUMBINI BONAVENTURA,36,5302,6
VIA,ZUMBINI BONAVENTURA,6,5302,6
VIA,ZURIGO,22,6318,7
VLE,ABRUZZI,19,2177,3
VLE,ABRUZZI,21,2177,3
VLE,ABRUZZI,62,2177,3
VLE,ABRUZZI,92,2177,3
VLE,ABRUZZI,93,2177,3
VLE,ARETUSA,34,6565,7
VLE,BEATRICE D'ESTE,4,4048,5
VLE,BEATRICE D'ESTE,8,4048,5
VLE,BEZZI ERGISTO,81,6272,7
VLE,BIANCA MARIA,2,3050,1
VLE,BLIGNY,18,4045,5
VLE,BLIGNY,21,4045,5
VLE,BLIGNY,29,4045,5
VLE,BLIGNY,39,4045,5
VLE,BLIGNY,3,4045,5
VLE,BLIGNY,41,4045,5
VLE,BLIGNY,42,4045,5
VLE,BLIGNY,42,4045,5
VLE,BLIGNY,42,4045,5
VLE,BLIGNY,45,4045,5
VLE,BLIGNY,54,4045,5
VLE,BLIGNY,64,4045,5
VLE,BLIGNY,64,4045,5
VLE,BRENTA,33,4151,4
VLE,BRENTA,39,4151,4
VLE,BRIANZA,33,2263,2
VIA,MARIANI POMPEO,4,2490,2
VLE,CAMPANIA,51,3100,4
VLE,CASSALA,22,5275,6
VLE,CASSALA,45,5275,6
VLE,CATERINA DA FORLI',1,6611,6
VLE,CERTOSA,188,7174,8
VLE,CERTOSA,290,7174,8
VLE,CERTOSA,45,7174,8
VLE,CERTOSA,63,7174,8
VLE,CONI ZUGNA,14,5110,7
VLE,CONI ZUGNA,37,5110,1
VLE,CORSICA,38,3262,4
VLE,CORSICA,59,3262,4
VLE,CORSICA,75,3262,4
VLE,CORSICA,7,3262,4
VLE,CRISPI FRANCESCO,2,1063,1
VLE,D'ANNUNZIO GABRIELE,25,5170,1
VLE,DEL GHISALLO,20,7485,8
VLE,DELLE RIMEMBRANZE DI GRECO,55,1412,2
VLE,DELLE RIMEMBRANZE DI LAMBRATE,11,2664,3
VLE,DELLE RIMEMBRANZE DI LAMBRATE,15,2664,3
VLE,DORIA ANDREA,17,2230,3
VLE,ESPINASSE CARLO,63,7390,8
VLE,FAENZA,2,5350,6
VLE,FAMAGOSTA,34,5353,6
VLE,FAMAGOSTA,7,5353,6
VLE,FILIPPETTI ANGELO,41,4038,1
VIA,TERTULLIANO,38,4094,4
VLE,GIAN GALEAZZO,25,5196,1
VLE,GIAN GALEAZZO,3,5196,1
VLE,GIOVANNI DA CERMENATE,33,5261,5
VLE,GORIZIA,30,5156,6
VLE,GRAN SASSO,27,2243,3
VLE,GRAN SASSO,5,2243,3
VLE,ISONZO,24,4211,5
VLE,ISONZO,26,4211,5
VLE,ISONZO,26,4211,5
VLE,JENNER EDOARDO,23,1230,9
VLE,JENNER EDOARDO,29,1230,9
VLE,JENNER EDOARDO,54,1230,9
VLE,LANCETTI VINCENZO,43,1221,9
VLE,LAZIO,25,4089,4
VLE,LIGURIA,47,5264,6
VLE,LOMBARDIA,23,2400,3
VLE,LOMBARDIA,28,2400,3
VLE,LUCANIA,15,4173,4
VLE,MARCHE,95,1360,9
VLE,MISURATA,60,6123,6
VLE,MOLISE,49,3178,4
VLE,MONTE CENERI,60,7176,8
VLE,MONTE CENERI,78,7176,8
VLE,MONTE GRAPPA,10,1101,9
VLE,MONTE GRAPPA,12,1101,9
VLE,MONTE GRAPPA,14,1101,9
VLE,MONTE NERO,12,3062,4
VLE,MONTE NERO,23,3062,1
VLE,MONTE NERO,28,3062,4
VLE,MONTE NERO,29,3062,1
VLE,MONTE NERO,50,3062,4
VLE,MONTE NERO,5,3062,1
VLE,MONTE NERO,5,3062,1
VLE,MONTE NERO,6,3062,4
VLE,MONZA,114,2274,2
VLE,MONZA,116,2274,2
VLE,MONZA,140,2274,2
VLE,MONZA,142,2274,2
VLE,MONZA,18,2274,2
VLE,MONZA,270,2274,2
VLE,MONZA,36,2274,2
VLE,MONZA,37,2274,2
VLE,MONZA,56,2274,2
VLE,MONZA,81,2274,2
VLE,MONZA,91,2274,2
VLE,ORIONE DON LUIGI,20,2378,2
VLE,ORIONE DON LUIGI,20,2378,2
VLE,ORIONE DON LUIGI,20,2378,2
VLE,ORTLES,31,4133,5
VLE,ORTLES,62,4133,5
VLE,PAPA ACHILLE,30,6469,8
VLE,PAPA ACHILLE,30,6469,8
VLE,PAPINIANO,16,5097,1
VLE,PASUBIO,14,1112,9
VLE,PASUBIO,16,1112,9
VLE,PIAVE,8,2179,3
VLE,PIRELLI PIERO E ALBERTO,14,1727,9
VLE,PIRELLI PIERO E ALBERTO,14,1727,9
VLE,PIRELLI PIERO E ALBERTO,16,1727,9
VLE,PIRELLI PIERO E ALBERTO,16,1727,9
VLE,PIRELLI PIERO E ALBERTO,16,1727,9
VLE,PIRELLI PIERO E ALBERTO,16,1727,9
VLE,PREMUDA,16,3063,4
VLE,PREMUDA,17,3063,1
VLE,PREMUDA,44,3063,4
VLE,REGINA GIOVANNA,24,2157,3
VLE,REGINA GIOVANNA,26,2157,3
VLE,REGINA GIOVANNA,26,2157,3
VLE,REGINA MARGHERITA,30,3059,1
VLE,RESTELLI FRANCESCO,3,1163,9
VLE,ROMAGNA,10,3102,3
VLE,ROMAGNA,37,3102,3
VLE,ROMAGNA,39,3102,3
VLE,SABOTINO,13,4046,5
VLE,SABOTINO,16,4046,5
VLE,SABOTINO,20,4046,5
VIA,CASALE,5,5118,6
VLE,SAN MICHELE DEL CARSO,3,6212,1
VLE,SARCA,163,1427,9
VLE,SARCA,191,1427,9
VLE,SARCA,91,1427,9
PLE,LUGANO,35,1238,9
VIA,MENABREA LUIGI FEDERICO,20,1322,9
VLE,SAURO NAZARIO,5,1175,2
VLE,SAURO NAZARIO,9,1175,2
VLE,SERRA RENATO,65,6426,8
VLE,STEFINI EVARISTO,2,1405,2
VLE,STELVIO,18,1227,9
VLE,STELVIO,47,1227,9
VLE,STELVIO,65,1227,9
